gene_symbol	gene_symbol_long	_identifier
SPX-PHO1-14, PHO1-H8, PHO1.14	SPX-PHO 1 containing protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.20G206900
SPX-PHO1-2, PHO1-H1, PHO1.2	SPX-PHO 1 containing protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G003700
SPX-PHO1-7, PHO1-H4, PHO1.7	SPX-PHO 1 containing protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.10G004800
SPX-PHO1-8, PHO1-H5, PHO1.8	SPX-PHO 1 containing protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.10G183300
SPX-PHO1-9, PHO1-H6, PHO1.9	SPX-PHO 1 containing protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.18G261900
SPX1	SPX containing protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G135500
SPX10	SPX containing protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.03G032400
SPX2	SPX domain-containing protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.04G067400
SPX3	SPX containing protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.04G147600
SPX4	SPX domain-containing protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.06G069000
SPX5	SPX domain-containing protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.10G261900
SPX6	SPX domain-containing protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.13G061700
SPX7	SPX domain-containing protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.13G166800
SPX8	SPX domain-containing protein 8 gene	glyma.Wm82.gnm2.ann1.Glyma.17G114700
SPX9	SPX domain-containing protein 9 gene	glyma.Wm82.gnm2.ann1.Glyma.20G129000
SPY1	probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY-like gene	glyma.Wm82.gnm2.ann1.Glyma.02G201300
SR1	Serine racemase-1 involved in D-Serine biosynthetic process gene	glyma.Wm82.gnm1.ann1.Glyma05g37930
SR2	Serine racemase-2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G013500
SRA2	GTP binding protein gene	glyma.Wm82.gnm2.ann1.Glyma.09G243300
SRC1	src1 protein gene	glyma.Wm82.gnm2.ann1.Glyma.17G187600
SRT1	NAD-dependent protein deacylase SRT2-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G210000
SRT2	NAD-dependent protein deacylase SRT2-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.06G156000
SRT4	NAD-dependent protein deacetylase SRT1-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.18G076300
SS	sucrose synthase gene	glyma.Wm82.gnm2.ann1.Glyma.13G114000
SSH1, PITP16	polyphosphoinositide binding protein Ssh1p gene	glyma.Wm82.gnm2.ann1.Glyma.07G268700
SSS1	Soybean Seed Size Gene 1	glyma.Wm82.gnm2.ann1.Glyma.19G196000
SSTP-1	subtilisin-type protease precursor gene	glyma.Wm82.gnm2.ann1.Glyma.06G022600
SSTP-2	subtilisin-type protease precursor gene	glyma.Wm82.gnm2.ann1.Glyma.06G022500
ST1	sulfotransferase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.13G191400
STF-3	zinc finger protein ZAT10-like gene	glyma.Wm82.gnm2.ann1.Glyma.14G088300
STF2	transcription factor STF2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G302500
STM	Short Transmembrane Mitochondrial Protein gene	glyma.Wm82.gnm2.ann1.Glyma.07G263600
STOP1	C2-H2 zinc finger protein gene	glyma.Wm82.gnm2.ann1.Glyma.10G215200
STP	sorbitol-like transporter gene	glyma.Wm82.gnm2.ann1.Glyma.11G119500
STP1	monosaccharide transporter gene	glyma.Wm82.gnm2.ann1.Glyma.07G189500
STS	stachyose synthase gene	glyma.Wm82.gnm2.ann1.Glyma.19G217700
STV2B	sialyltransferase-like gene	glyma.Wm82.gnm2.ann1.Glyma.08G051300
SUB1	SUB1 homolog (S. cerevisiae) gene	glyma.Wm82.gnm2.ann1.Glyma.08G109000
SUBI-1, Ubiqutin	polyubiquitin gene 1	glyma.Wm82.gnm2.ann1.Glyma.20G141600
SUBI-2	polyubiquitin gene 2	glyma.Wm82.gnm2.ann1.Glyma.13G117900
SUMO1	Small ubiquitin-like modifier gene 1	glyma.Wm82.gnm2.ann1.Glyma.08G320500
SUMO2	Small ubiquitin-like modifier gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G165200
SUMO3	Small ubiquitin-like modifier gene 3	glyma.Wm82.gnm2.ann1.Glyma.08G350600
SUMO4	Small ubiquitin-like modifier gene 4	glyma.Wm82.gnm2.ann1.Glyma.08G111700
SUMO5	Small ubiquitin-like modifier gene 5	glyma.Wm82.gnm2.ann1.Glyma.08G111800
SUMO6	Small ubiquitin-like modifier gene 6	glyma.Wm82.gnm2.ann1.Glyma.05G154000
SUT1	sucrose transporter gene	glyma.Wm82.gnm2.ann1.Glyma.10G217900
SVPL	MADS-box protein SVP-like gene	glyma.Wm82.gnm2.ann1.Glyma.02G041500
SWEET1	sucrose effluxer gene 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G088400
SWEET10	sucrose effluxer gene 10 gene	glyma.Wm82.gnm2.ann1.Glyma.05G122200
SWEET11	sucrose effluxer gene 11 gene	glyma.Wm82.gnm2.ann1.Glyma.05G202700
SWEET13	sucrose effluxer gene 13 gene	glyma.Wm82.gnm2.ann1.Glyma.06G122200
SWEET14	sucrose effluxer gene 14 gene	glyma.Wm82.gnm2.ann1.Glyma.06G125800
SWEET15	sugar efflux transporter SWEET15 gene	glyma.Wm82.gnm2.ann1.Glyma.06G166800
SWEET16	sucrose effluxer gene 16 gene	glyma.Wm82.gnm2.ann1.Glyma.06G166900
SWEET17	sucrose effluxer gene 17 gene	glyma.Wm82.gnm2.ann1.Glyma.06G167000
SWEET2	sugar efflux transporter SWEET2 gene	glyma.Wm82.gnm2.ann1.Glyma.03G209600
SWEET20	sugar efflux transporter SWEET20 gene	glyma.Wm82.gnm2.ann1.Glyma.08G009900
SWEET21	sugar efflux transporter SWEET21 gene	glyma.Wm82.gnm2.ann1.Glyma.08G010000
SWEET22	sucrose transporter gene 22	glyma.Wm82.gnm2.ann1.Glyma.08G025100
SWEET23	sucrose transporter gene 23	glyma.Wm82.gnm2.ann1.Glyma.08G077200
SWEET24	sugar efflux transporter SWEET24 gene	glyma.Wm82.gnm2.ann1.Glyma.08G183500
SWEET25	sugar efflux transporter SWEET25 gene	glyma.Wm82.gnm2.ann1.Glyma.08G360400
SWEET26	sugar efflux transporter SWEET26 gene	glyma.Wm82.gnm2.ann1.Glyma.08G360500
SWEET28	sucrose effluxer gene 28	glyma.Wm82.gnm2.ann1.Glyma.09G043200
SWEET29	sucrose effluxer gene 29	glyma.Wm82.gnm2.ann1.Glyma.12G234500
SWEET30	sugar efflux transporter SWEET30 gene	glyma.Wm82.gnm2.ann1.Glyma.13G041300
SWEET31	sugar efflux transporter SWEET31 gene	glyma.Wm82.gnm2.ann1.Glyma.13G037900
SWEET32	sugar efflux transporter SWEET32 gene	glyma.Wm82.gnm2.ann1.Glyma.13G002700
SWEET33	sugar efflux transporter SWEET33 gene	glyma.Wm82.gnm2.ann1.Glyma.13G169700
SWEET34	sucrose effluxer gene 34	glyma.Wm82.gnm2.ann1.Glyma.13G264400
SWEET36	sugar efflux transporter SWEET36 gene	glyma.Wm82.gnm2.ann1.Glyma.14G120300
SWEET37	sugar efflux transporter SWEET37 gene	glyma.Wm82.gnm2.ann1.Glyma.14G159900
SWEET38	sucrose effluxer gene 38	glyma.Wm82.gnm2.ann1.Glyma.14G160100
SWEET39	sugar efflux transporter SWEET39 gene	glyma.Wm82.gnm2.ann1.Glyma.15G049200
SWEET4	sucrose effluxer gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G198400
SWEET40	sucrose effluxer gene 40	glyma.Wm82.gnm2.ann1.Glyma.15G149800
SWEET41	sugar efflux transporter SWEET41 gene	glyma.Wm82.gnm2.ann1.Glyma.15G210400
SWEET42	sugar efflux transporter SWEET42 gene	glyma.Wm82.gnm2.ann1.Glyma.15G211800
SWEET43	sugar efflux transporter SWEET43 gene	glyma.Wm82.gnm2.ann1.Glyma.17G090800
SWEET44	sugar efflux transporter SWEET44 gene	glyma.Wm82.gnm2.ann1.Glyma.18G295100
SWEET45	sucrose effluxer gene 45	glyma.Wm82.gnm2.ann1.Glyma.18G301100
SWEET46	sucrose effluxer gene 46	glyma.Wm82.gnm2.ann1.Glyma.18G301200
SWEET47	sugar efflux transporter SWEET47 gene	glyma.Wm82.gnm2.ann1.Glyma.19G009800
SWEET48	sucrose effluxer gene 48	glyma.Wm82.gnm2.ann1.Glyma.19G009900
SWEET49	sugar efflux transporter SWEET49 gene	glyma.Wm82.gnm2.ann1.Glyma.19G232200
SWEET5	sucrose effluxer gene 5	glyma.Wm82.gnm2.ann1.Glyma.04G198500
SWEET50	sugar efflux transporter SWEET50 gene	glyma.Wm82.gnm2.ann1.Glyma.03G065500
SWEET51	sugar efflux transporter SWEET51 gene	glyma.Wm82.gnm2.ann1.Glyma.20G066500
SWEET52	sugar efflux transporter SWEET52 gene	glyma.Wm82.gnm2.ann1.Glyma.20G082700
SWEET6	sucrose effluxer gene 6	glyma.Wm82.gnm2.ann1.Glyma.04G198600
SWEET7	sugar efflux transporter SWEET7 gene	glyma.Wm82.gnm2.ann1.Glyma.04G238100
SWEET8	sucrose effluxer gene 8	glyma.Wm82.gnm2.ann1.Glyma.04G241400
SWEET9	sugar efflux transporter SWEET9 gene	glyma.Wm82.gnm2.ann1.Glyma.05G036500
SYMRK-ALPHA	symbiosis receptor kinase SymRK-alpha gene	glyma.Wm82.gnm2.ann1.Glyma.01G020100
SYMRK-BETA	symbiosis receptor kinase SymRK-beta gene	glyma.Wm82.gnm2.ann1.Glyma.09G202300
SYP24	putative syntaxin-24 gene	glyma.Wm82.gnm2.ann1.Glyma.19G198600
SYP38	syntaxin gene	glyma.Wm82.gnm1.ann1.Glyma14g06610
Sle1	Group-1 late embryogenesis abundant protein 1 gene 	glyma.Wm82.gnm2.ann1.Glyma.18G203500
Sle2	Group-1 late embryogenesis abundant protein 2 gene 	glyma.Wm82.gnm2.ann1.Glyma.03G056000
Sle3	Group-1 late embryogenesis abundant protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.01G119600
SnRK2-1	SNF2-Related Kinase gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G183500
SnRK2-10	SNF2-Related Kinase gene 10	glyma.Wm82.gnm2.ann1.Glyma.06G160100
SnRK2-11	SNF2-Related Kinase gene 11	glyma.Wm82.gnm2.ann1.Glyma.07G178600
SnRK2-12	SNF2-Related Kinase gene 12	glyma.Wm82.gnm2.ann1.Glyma.07G209400
SnRK2-13	SNF2-Related Kinase gene 13	glyma.Wm82.gnm2.ann1.Glyma.08G133600
SnRK2-14	SNF2-Related Kinase gene 14	glyma.Wm82.gnm2.ann1.Glyma.08G188300
SnRK2-15, SPK-3	SNF2-Related Kinase gene 15	glyma.Wm82.gnm2.ann1.Glyma.08G005100
SnRK2-16, SPK-2	SNF2-Related Kinase gene 16	glyma.Wm82.gnm2.ann1.Glyma.11G038800
SnRK2-17	SNF2-Related Kinase gene 17	glyma.Wm82.gnm2.ann1.Glyma.11G058800
SnRK2-18	SNF2-Related Kinase gene 18	glyma.Wm82.gnm2.ann1.Glyma.12G169800
SnRK2-19	SNF2-Related Kinase gene 19	glyma.Wm82.gnm2.ann1.Glyma.14G176700
SnRK2-2, SPK-1	SNF2-Related Kinase gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G204200
SnRK2-20	SNF2-Related Kinase gene 20	glyma.Wm82.gnm2.ann1.Glyma.17G148800
SnRK2-21	SNF2-Related Kinase gene 21	glyma.Wm82.gnm2.ann1.Glyma.17G178800
SnRK2-22	SNF2-Related Kinase gene 22	glyma.Wm82.gnm2.ann1.Glyma.20G009600
SnRK2-3	SNF2-Related Kinase gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G135500
SnRK2-4	SNF2-Related Kinase gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G208500
SnRK2-5, SPK-4	SNF2-Related Kinase gene 5	glyma.Wm82.gnm2.ann1.Glyma.04G205400
SnRK2-7	SNF2-Related Kinase gene 7	glyma.Wm82.gnm2.ann1.Glyma.05G197700
SnRK2-8	SNF2-Related Kinase gene 8	glyma.Wm82.gnm2.ann1.Glyma.05G066700
SnRK2-9	SNF2-Related Kinase gene 9	glyma.Wm82.gnm2.ann1.Glyma.05G081900
TAP1	acetyltransferase TAP1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G216900
TBP2, TBP1	TATA BINDING PROTEIN 2 gene	glyma.Wm82.gnm2.ann1.Glyma.16G140200
TCF1a	tolerant to chilling and freezing 1a	glyma.Wm82.gnm2.ann1.Glyma.02G250700
TCF1b	tolerant to chilling and freezing 1b	glyma.Wm82.gnm2.ann1.Glyma.14G066000
TCF1c	tolerant to chilling and freezing 1c	glyma.Wm82.gnm2.ann1.Glyma.11G223000
TCF1d	tolerant to chilling and freezing 1d	glyma.Wm82.gnm2.ann1.Glyma.18G034600
TCHQD1	glutathione S-transferase TCHQD-like gene	glyma.Wm82.gnm2.ann1.Glyma.06G117800
TCHQD2	glutathione S-transferase TCHQD-like gene	glyma.Wm82.gnm2.ann1.Glyma.13G034200
TCHQD3	Glutathione S-transferase TCHQD3 gene	glyma.Wm82.gnm2.ann1.Glyma.14G155200
TCP, TCP42	TEOSINTE-BRANCHED1/CYCLOIDEA/PCF Transcription Factor gene	glyma.Wm82.gnm2.ann1.Glyma.15G092500
TCP1	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G045500
TCP10	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.08G299400
TCP11	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.09G284300
TCP12	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.09G284500
TCP13	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.10G057400
TCP14	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.10G240200
TCP15	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.10G285900
TCP16	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.11G196000
TCP17	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 17	glyma.Wm82.gnm2.ann1.Glyma.12G168300
TCP18	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 18	glyma.Wm82.gnm2.ann1.Glyma.13G144100
TCP19	Teosinte branched1 and cycloidea and proliferating cell factor family proteingene 19	glyma.Wm82.gnm2.ann1.Glyma.16G004300
TCP2	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G105900
TCP20	Teosinte branched1 and cycloidea and proliferating cell factor family proteingene 20	glyma.Wm82.gnm2.ann1.Glyma.16G053900
TCP21	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 21	glyma.Wm82.gnm2.ann1.Glyma.17G099100
TCP22	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 22	glyma.Wm82.gnm2.ann1.Glyma.17G132400
TCP23	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 23	glyma.Wm82.gnm2.ann1.Glyma.18G121400
TCP24	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 24	glyma.Wm82.gnm2.ann1.Glyma.19G095300
TCP25	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 25	glyma.Wm82.gnm2.ann1.Glyma.20G103400
TCP26	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 26	glyma.Wm82.gnm2.ann1.Glyma.20G154400
TCP27	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 27	glyma.Wm82.gnm2.ann1.Glyma.04G161400
TCP28	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 28	glyma.Wm82.gnm2.ann1.Glyma.05G019900
TCP29	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 29	glyma.Wm82.gnm2.ann1.Glyma.05G142000
TCP3	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.03G018800
TCP30	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 30	glyma.Wm82.gnm2.ann1.Glyma.06G204300
TCP31	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 31	glyma.Wm82.gnm2.ann1.Glyma.06G232300
TCP32	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 32	glyma.Wm82.gnm2.ann1.Glyma.06G284500
TCP33	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 33	glyma.Wm82.gnm2.ann1.Glyma.08G097900
TCP34	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.08G247300
TCP35	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.12G121500
TCP36	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 36	glyma.Wm82.gnm2.ann1.Glyma.12G158900
TCP37	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 37	glyma.Wm82.gnm2.ann1.Glyma.12G208800
TCP38	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 38	glyma.Wm82.gnm2.ann1.Glyma.12G228300
TCP39	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 39	glyma.Wm82.gnm2.ann1.Glyma.13G219900
TCP4	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G170600
TCP40	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 40	glyma.Wm82.gnm2.ann1.Glyma.13G271700
TCP41	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 41	glyma.Wm82.gnm2.ann1.Glyma.13G292500
TCP43	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 43	glyma.Wm82.gnm2.ann1.Glyma.17G079900
TCP44	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 44	glyma.Wm82.gnm2.ann1.Glyma.18G268700
TCP45	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 45	glyma.Wm82.gnm2.ann1.Glyma.19G030900
TCP46	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 46	glyma.Wm82.gnm2.ann1.Glyma.04G152400
TCP47	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 47	glyma.Wm82.gnm2.ann1.Glyma.05G013300
TCP49	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 49	glyma.Wm82.gnm2.ann1.Glyma.08G256400
TCP5	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.05G027400
TCP50	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 50	glyma.Wm82.gnm2.ann1.Glyma.10G246200
TCP51	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 51	glyma.Wm82.gnm2.ann1.Glyma.13G047400
TCP52	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 52	glyma.Wm82.gnm2.ann1.Glyma.17G121500
TCP53	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 53	glyma.Wm82.gnm2.ann1.Glyma.18G280700
TCP54	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 54	glyma.Wm82.gnm2.ann1.Glyma.19G044400
TCP55	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 55	glyma.Wm82.gnm2.ann1.Glyma.20G148500
TCP6	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.05G050400
TCP7	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.06G193000
TCP8	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.07G080300
TCP9	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.07G177200
TDF-5	uncharacterized protein TDF-5 gene	glyma.Wm82.gnm2.ann1.Glyma.17G109300
TDG-1	Trigalactosyldiacylglycerol chloroplastic-like	glyma.Wm82.gnm2.ann1.Glyma.02G275800
TDG-4	Trigalactosyldiacylglycerol chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.18G240700
TDG-6	Trigalactosyldiacylglycerol chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.13G074600
TEFS1, eEF37	Elongation factor 1-alpha gene	glyma.Wm82.gnm2.ann1.Glyma.17G186600
TENA_E	seed maturation protein PM36 gene	glyma.Wm82.gnm2.ann1.Glyma.17G032700
TFIIB1	transcription factor TFIIB gene	glyma.Wm82.gnm2.ann1.Glyma.10G108600
TFL1.4	terminal flowering 1-like protein 4 gene	glyma.Wm82.gnm2.ann1.Glyma.09G143500
TFL1a	Terminal Flower 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G194700
TGA01	TGA transcription factor gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G084200
TGA03	bZIP transcription factor gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G176800
TGA06	TGA transcription factor gene 6	glyma.Wm82.gnm2.ann1.Glyma.03G142400
TGA10, bZIP24, bZIP64	TGA transcription factor gene 10	glyma.Wm82.gnm2.ann1.Glyma.08G140100
TGA17	bZIP transcription factor gene 17	glyma.Wm82.gnm2.ann1.Glyma.12G184500
TGA19, bZIP99, TGA2.13	TGA transcription factor gene 19	glyma.Wm82.gnm2.ann1.Glyma.13G193700
TGD-3	Trigalactosyldiacylglycerol chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.09G251900
TGD-5	Trigalactosyldiacylglycerol chloroplastic-like	glyma.Wm82.gnm2.ann1.Glyma.14G040300
TGDL-1	Trigalactosyldiacylglycerol chloroplastic-like	glyma.Wm82.gnm2.ann1.Glyma.20G048400
TIL	temperature-induced lipocalin gene	glyma.Wm82.gnm2.ann1.Glyma.09G098900
TIL'	temperature-induced lipocalin' gene	glyma.Wm82.gnm2.ann1.Glyma.15G205900
TIP2-4	aquaporin TIP2-4 gene	glyma.Wm82.gnm2.ann1.Glyma.08G203000
TIP3-2	aquaporin TIP3-2 gene	glyma.Wm82.gnm2.ann1.Glyma.16G210000
TIP4-1	aquaporin TIP4-1 gene	glyma.Wm82.gnm2.ann1.Glyma.04G083200
TIP5-1	aquaporin TIP5-1 gene	glyma.Wm82.gnm2.ann1.Glyma.09G224700
TIR1B	protein TRANSPORT INHIBITOR RESPONSE 1B gene	glyma.Wm82.gnm2.ann1.Glyma.10G021500
TIR1C	protein TRANSPORT INHIBITOR RESPONSE 1C gene	glyma.Wm82.gnm2.ann1.Glyma.19G206800
TIR1D	protein TRANSPORT INHIBITOR RESPONSE 1D gene	glyma.Wm82.gnm2.ann1.Glyma.03G209400
TLP1	Tubby-like Protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G173700
TLP10	Tubby-like Protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.12G115200
TLP11, APY3-2, NCED5	Tubby-like Protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.12G230000
TLP12, APY4-1, NCED9	Tubby-like Protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.13G214900
TLP13, APY4-2, NCED1	Tubby-like Protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.13G269600
TLP14, APY6-1, NCED12	Tubby-like Protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.13G371500
TLP15, APY6-2, NCED3	Tubby-like Protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.14G073500
TLP16, APY6-3, NCED4	Tubby-like Protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.15G049500
TLP17, APY7-1, NCED7	Tubby-like Protein gene 17	glyma.Wm82.gnm2.ann1.Glyma.15G098200
TLP18, APY7-2, NCED8	Tubby-like Protein gene 18	glyma.Wm82.gnm2.ann1.Glyma.16G138100
TLP19, APY7-3, NCED2	Tubby-like Protein gene 19	glyma.Wm82.gnm2.ann1.Glyma.16G167200
TLP2	Tubby-like Protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G055300
TLP20, APY7-4, NCED13	Tubby-like Protein gene 20	glyma.Wm82.gnm2.ann1.Glyma.17G022700
TLP21, NCED14	Tubby-like Protein gene 21	glyma.Wm82.gnm2.ann1.Glyma.17G251500
TLP22, NCED15	Tubby-like Protein gene 22	glyma.Wm82.gnm2.ann1.Glyma.20G166900
TLP3	Tubby-like Protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G081800
TLP4	Tubby-like Protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G152700
TLP5	Tubby-like Protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.07G147700
TLP6	Tubby-like Protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G251800
TLP7, APY2-1	Tubby-like Protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G183100
TLP8, APY2-2	Tubby-like Protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.10G224900
TLP9, APY2-3	Tubby-like Protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.11G069400
TMT2a	gamma-Tocopherol methyltranserase 2 gene a	glyma.Wm82.gnm2.ann1.Glyma.12G014300
TOC1, PRR13	Timing of cab expression	glyma.Wm82.gnm2.ann1.Glyma.17G102200
TOF11	Time of Flowering QTL on chromosome 11	glyma.Wm82.gnm2.ann1.Glyma.11G148362
TOPP1	TOPP-type protein phosphatase gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G006000
TOPP10	TOPP-type protein phosphatase gene 10	glyma.Wm82.gnm2.ann1.Glyma.10G186600
TOPP11	TOPP-type protein phosphatase gene 11	glyma.Wm82.gnm2.ann1.Glyma.14G065200
TOPP12	TOPP-type protein phosphatase gene 12	glyma.Wm82.gnm2.ann1.Glyma.19G232300
TOPP13	TOPP-type protein phosphatase gene 13	glyma.Wm82.gnm2.ann1.Glyma.19G248700
TOPP14	TOPP-type protein phosphatase gene 14	glyma.Wm82.gnm2.ann1.Glyma.20G203900
TOPP15	TOPP-type protein phosphatase gene 15	glyma.Wm82.gnm2.ann1.Glyma.20G222500
TOPP2	TOPP-type protein phosphatase gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G251600
TOPP3	TOPP-type protein phosphatase gene 3	glyma.Wm82.gnm2.ann1.Glyma.03G234700
TOPP4	TOPP-type protein phosphatase gene 4	glyma.Wm82.gnm2.ann1.Glyma.03G251500
TOPP5	TOPP-type protein phosphatase gene 5	glyma.Wm82.gnm2.ann1.Glyma.05G212100
TOPP6	TOPP-type protein phosphatase gene 6	glyma.Wm82.gnm2.ann1.Glyma.06G027300
TOPP7	TOPP-type protein phosphatase gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G018500
TOPP8	TOPP-type protein phosphatase gene 8	glyma.Wm82.gnm2.ann1.Glyma.10G006800
TOPP9	TOPP-type protein phosphatase gene 9	glyma.Wm82.gnm2.ann1.Glyma.10G166700
TPP, TPP18	trehalose 6-phosphate phosphatase	glyma.Wm82.gnm2.ann1.Glyma.18G018100
TPP1	Trehalose-6-Phosphate Phosphatase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.04G103600
